,_id,RecordType,Line,Floor,Description,Area,Price,Value,UAN
139,5ff5fc9d01ca7dbc6d2ab8d2,2.0,4,Ground,Kitchen,2.04,15.26,31.0,331355212
140,5ff5fc9d01ca7dbc6d2abfee,2.0,3,Ground,Kitchen,16.01,17.50,280.0,6750169000
141,5ff5fc9d01ca7dbc6d2ab76c,2.0,2,Ground,Retail Zone B,6.66,82.50,549.0,5119212
142,5ff5fc9d01ca7dbc6d2ab790,2.0,1,Ground,Retail Zone A,91.60,150.00,13740.0,249397212
143,5ff5fc9d01ca7dbc6d2ab791,2.0,2,Ground,Retail Zone B,24.60,75.00,1845.0,249397212
144,5ff5fc9d01ca7dbc6d2abfed,2.0,2,Ground,Retail Zone B,12.54,87.50,1097.0,6750169000
145,5ff5fc9d01ca7dbc6d2abfec,2.0,1,Ground,Retail Zone A,33.32,175.00,5831.0,6750169000
146,5ff5fc9d01ca7dbc6d2ab7ea,2.0,3,Ground,Internal Storage,6.02,20.00,120.0,249370212
147,5ff5fc9d01ca7dbc6d2ab2c9,2.0,7,Ground,Canopy,13.10,4.00,52.0,249355212
148,5ff5fc9d01ca7dbc6d2ab7e8,2.0,1,Ground,Retail Zone A,17.94,200.00,3588.0,249370212
149,5ff5fc9d01ca7dbc6d2abfef,2.0,4,Basement,Internal Storage,27.30,8.75,239.0,6750169000
150,5ff5fc9d01ca7dbc6d2ac29c,2.0,1,Ground,Staff Toilets,,0.00,0.0,331873212
151,5ff5fc9d01ca7dbc6d2ac2a2,2.0,7,Ground,Outdoor Display/Seating Area,32.96,25.00,824.0,331873212
152,5ff5fc9d01ca7dbc6d2ac2a3,2.0,8,Ground,Retail Zone A,72.51,200.00,14502.0,331873212
153,5ff5fc9d01ca7dbc6d2ac7a0,2.0,2,Ground,Retail Zone B,2.00,100.00,200.0,248915212
154,5ff5fc9d01ca7dbc6d2ac999,2.0,5,Ground,Retail Zone B,34.45,80.00,2756.0,9306442000
155,5ff5fc9d01ca7dbc6d2ac9a0,2.0,12,Ground,Internal Storage,27.13,16.00,434.0,9306442000
156,5ff5fc9d01ca7dbc6d2aca31,2.0,3,Ground,Store,10.80,16.00,173.0,190179212
157,5ff5fc9d01ca7dbc6d2ad0f7,2.0,3,Ground,Mess/Staff Room,11.30,21.50,243.0,5686212
158,5ff5fc9d01ca7dbc6d2ad0f8,2.0,4,First,Internal Storage,43.80,10.75,471.0,5686212
159,5ff5fc9d01ca7dbc6d2ac29d,2.0,2,Ground,Internal Storage,2.84,20.00,57.0,331873212
160,5ff5fc9d01ca7dbc6d2ac29f,2.0,4,Ground,Public Toilets,6.18,20.00,124.0,331873212
161,5ff5fc9d01ca7dbc6d2ac79f,2.0,1,Ground,Retail Zone A,26.00,200.00,5200.0,248915212
162,5ff5fc9d01ca7dbc6d2ac997,2.0,3,Ground,Retail Zone A,35.00,160.00,5600.0,9306442000
163,5ff5fc9d01ca7dbc6d2ac998,2.0,4,Ground,Retail Zone A,31.10,160.00,4976.0,9306442000
164,5ff5fc9d01ca7dbc6d2aca32,2.0,4,Ground,Retail Zone A,5.22,160.00,835.0,190179212
165,5ff5fc9d01ca7dbc6d2ac99a,2.0,6,Ground,Retail Zone B,9.72,80.00,778.0,9306442000
166,5ff5fc9d01ca7dbc6d2ac99e,2.0,10,Ground,Kitchen,4.80,16.00,77.0,9306442000
167,5ff5fc9d01ca7dbc6d2ac9a6,2.0,18,Mezzanine,Internal Storage,5.89,8.00,47.0,9306442000
168,5ff5fc9d01ca7dbc6d2ac99f,2.0,11,Ground,Retail Zone C,10.42,40.00,417.0,9306442000
169,5ff5fc9d01ca7dbc6d2ac9a4,2.0,16,Ground,Internal Storage,20.80,16.00,333.0,9306442000
170,5ff5fc9d01ca7dbc6d2ac9a5,2.0,17,Ground,Internal Storage,24.74,16.00,396.0,9306442000
171,5ff5fc9d01ca7dbc6d2ac2a0,2.0,5,Ground,Public Toilets,4.90,20.00,98.0,331873212
172,5ff5fc9d01ca7dbc6d2ac2a1,2.0,6,Ground,Outdoor Display/Seating Area,43.69,25.00,1092.0,331873212
173,5ff5fc9d01ca7dbc6d2ac2a7,2.0,12,Ground,Internal Storage,11.86,20.00,237.0,331873212
174,5ff5fc9d01ca7dbc6d2ac7a1,2.0,3,Ground,Office,12.20,25.00,305.0,248915212
175,5ff5fc9d01ca7dbc6d2ac99d,2.0,9,Ground,Retail Zone B,32.94,80.00,2635.0,9306442000
176,5ff5fc9d01ca7dbc6d2ac9a1,2.0,13,Ground,Internal Storage,2.21,16.00,35.0,9306442000
177,5ff5fc9d01ca7dbc6d2ac9a2,2.0,14,Ground,Internal Storage,55.06,16.00,881.0,9306442000
178,5ff5fc9d01ca7dbc6d2ac29e,2.0,3,Ground,Office,1.63,25.00,41.0,331873212
179,5ff5fc9d01ca7dbc6d2ac2a4,2.0,9,Ground,Retail Zone B,39.79,100.00,3979.0,331873212
180,5ff5fc9d01ca7dbc6d2ac9a8,2.0,20,First,Kitchen,14.36,8.00,115.0,9306442000
181,5ff5fc9d01ca7dbc6d2ac995,2.0,1,Ground,Retail Zone A,30.03,160.00,4805.0,9306442000
182,5ff5fc9d01ca7dbc6d2ad0f6,2.0,2,Ground,Retail Zone B,23.80,107.50,2559.0,5686212
183,5ff5fc9d01ca7dbc6d2ac99c,2.0,8,Ground,Retail Zone A,29.04,160.00,4646.0,9306442000
184,5ff5fc9d01ca7dbc6d2ac9a9,2.0,21,Second,Internal Storage,20.66,6.40,132.0,9306442000
185,5ff5fc9d01ca7dbc6d2ac7a2,2.0,4,Ground,Kitchen,7.10,20.00,142.0,248915212
186,5ff5fc9d01ca7dbc6d2ad0f5,2.0,1,Ground,Retail Zone A,28.70,215.00,6171.0,5686212
187,5ff5fc9d01ca7dbc6d2ac99b,2.0,7,Ground,Retail Zone B,12.00,80.00,960.0,9306442000
188,5ff5fc9d01ca7dbc6d2ac9a7,2.0,19,First,Internal Storage,22.41,8.00,179.0,9306442000
189,5ff5fc9d01ca7dbc6d2aca2f,2.0,1,Ground,Retail Zone A,35.10,160.00,5616.0,190179212
190,5ff5fc9d01ca7dbc6d2aca30,2.0,2,Ground,Retail Zone B,12.80,80.00,1024.0,190179212
191,5ff5fc9d01ca7dbc6d2ac2a5,2.0,10,Ground,Retail Zone B,17.99,100.00,1799.0,331873212
192,5ff5fc9d01ca7dbc6d2ac2a6,2.0,11,Ground,Retail Zone C,27.65,50.00,1383.0,331873212
193,5ff5fc9d01ca7dbc6d2ac996,2.0,2,Ground,Retail Zone A,28.34,160.00,4534.0,9306442000
194,5ff5fc9d01ca7dbc6d2ac9a3,2.0,15,Ground,Internal Storage,52.50,16.00,840.0,9306442000
195,5ff5fc9d01ca7dbc6d2ad957,2.0,4,Mezzanine,Internal Storage,46.23,36.56,1690.0,5101212
196,5ff5fc9d01ca7dbc6d2ad75b,2.0,1,Ground,Workshop,286.94,78.75,22597.0,8802820000
197,5ff5fc9d01ca7dbc6d2ad75c,2.0,2,First,Internal Storage,61.32,51.19,3139.0,8802820000
198,5ff5fc9d01ca7dbc6d2ad956,2.0,3,Ground,Area Under Supported Floor,17.28,51.19,885.0,5101212
199,5ff5fc9d01ca7dbc6d2ad977,2.0,1,Ground,Retail Zone B,28.68,100.00,2868.0,248930212
200,5ff5fc9d01ca7dbc6d2ad958,2.0,1,Ground,Workshop,307.38,73.13,22479.0,5101212
201,5ff5fc9d01ca7dbc6d2ad955,2.0,2,Ground,Office,34.45,90.00,3101.0,5101212
202,5ff5fc9d01ca7dbc6d2ad978,2.0,2,Ground,Retail Zone A,27.81,200.00,5562.0,248930212
203,5ff5fc9d01ca7dbc6d2ad979,2.0,3,First,Kitchen,31.55,10.00,316.0,248930212
204,5ff5fc9d01ca7dbc6d2b0c76,2.0,2,Ground,Retail Zone C,13.36,62.50,835.0,5079782000
205,5ff5fc9d01ca7dbc6d2afdcd,2.0,3,Ground,Garage,242.30,38.00,9207.0,793473000
206,5ff5fc9d01ca7dbc6d2b0c75,2.0,1,Ground,Retail Zone A,31.72,250.00,7930.0,5079782000
207,5ff5fc9d01ca7dbc6d2afdcc,2.0,2,Ground,Office,243.00,48.00,11664.0,793473000
